"RequirementId","Scope","Requirement","SourceFile","SourceLine","SourceRevision","Status","ArtifactSha256","Environment","Procedure","TerminalResult","EvidenceLocation","Limitations","SourceFileSha256","EnvironmentAmendment","OriginalRequirement","OriginalProcedure","ParentRequirementId","RowKind","PreviewDisposition","PreviewEvidence"
"RB-NATIVE-23-APPLE","Apple","Apple implementation/qualification portion: Exact rollback.","docs/context-relay-v1-implementation-plan.md","1506","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Exact rollback.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-23","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-24","aggregate","Second apply with zero writes.","docs/context-relay-v1-implementation-plan.md","1507","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Second apply with zero writes.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-24-WS","Windows/shared","Windows/shared unpaid portion: Second apply with zero writes.","docs/context-relay-v1-implementation-plan.md","1507","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Second apply with zero writes.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-24","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-NATIVE-24-APPLE","Apple","Apple implementation/qualification portion: Second apply with zero writes.","docs/context-relay-v1-implementation-plan.md","1507","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Second apply with zero writes.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-NATIVE-24","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-PACKAGE-01","Windows/shared","Public repository.","docs/context-relay-v1-implementation-plan.md","1511","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Public repository.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-PACKAGE-02","Windows/shared","Selected private repository.","docs/context-relay-v1-implementation-plan.md","1512","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Selected private repository.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-PACKAGE-03","Windows/shared","Unselected private repository.","docs/context-relay-v1-implementation-plan.md","1513","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Unselected private repository.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-PACKAGE-04","Windows/shared","Floating branch resolved to commit.","docs/context-relay-v1-implementation-plan.md","1514","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Floating branch resolved to commit.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-PACKAGE-05","Windows/shared","Mutable dependency.","docs/context-relay-v1-implementation-plan.md","1515","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Mutable dependency.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-PACKAGE-06","Windows/shared","Archive traversal.","docs/context-relay-v1-implementation-plan.md","1516","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Archive traversal.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-PACKAGE-07","Windows/shared","Duplicate normalized paths.","docs/context-relay-v1-implementation-plan.md","1517","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Duplicate normalized paths.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","requirement","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
